,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,GQESTIMATES2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019
729,50,2,3,18,35,Indiana,Delaware County,117671,117670,117665,117901,117027,116831,116487,115767,115657,115246,114297,114135,-5,236,-874,-196,-344,-720,-110,-411,-949,-162,323,1266,1223,1294,1238,1187,1181,1163,1115,1081,259,1170,1231,1254,1188,1236,1222,1336,1260,1187,64,96,-8,40,50,-49,-41,-173,-145,-106,33,144,169,144,161,106,172,120,193,180,-90,1,-1052,-368,-550,-778,-234,-355,-1004,-233,-57,145,-883,-224,-389,-672,-62,-235,-811,-53,-12,-5,17,-12,-5,1,-7,-3,7,-3,8830,8832,9131,8806,8645,8563,8409,8745,8871,8597,8600,10.748580015999998,10.411700606,11.066544655,10.61212594,10.221567766,10.206374447,10.073494065,9.7149553678,9.4645233592,9.933521815499999,10.479806579,10.724456722000001,10.183526346,10.643519595,10.560702434,11.571958788,10.978335214000001,10.39258948,0.8150582002,-0.068105973,0.34208793369999996,0.42859959369999995,-0.421951829,-0.354327987,-1.498464723,-1.2633798459999999,-0.92806612,1.2225873004,1.4387386774000002,1.2315165612999999,1.3800906916999998,0.9127937517,1.486449115,1.0393974959,1.6816021399,1.5759613363999998,0.0084901896,-8.955935436,-3.14720899,-4.7145955310000005,-6.699561687,-2.022262168,-3.0748842589999996,-8.747816313,-2.039994397,1.23107749,-7.517196758,-1.9156924290000001,-3.3345048389999996,-5.786767935,-0.5358130529999999,-2.035486763,-7.066214173,-0.46403306
730,50,2,3,18,37,Indiana,Dubois County,41889,41886,41905,42162,42083,42275,42297,42317,42450,42538,42674,42736,19,257,-79,192,22,20,133,88,136,62,127,508,507,537,541,573,568,594,547,559,65,400,411,379,413,420,398,434,392,409,62,108,96,158,128,153,170,160,155,150,14,40,41,40,56,40,90,63,101,101,-60,112,-215,1,-160,-171,-126,-134,-120,-188,-46,152,-174,41,-104,-131,-36,-71,-19,-87,3,-3,-1,-7,-2,-2,-1,-1,0,-1,893,893,893,893,893,893,893,893,894,894,894,12.085598392,12.03632263,12.731454041,12.793832474,13.54385799,13.401441599000002,13.978444016,12.838567337999999,13.089802130999999,9.5162192061,9.7572556235,8.985514118400001,9.7668258998,9.9274351762,9.390446754,10.21320657,9.2005820776,9.577332865,2.5693791856,2.2790670069,3.7459399227,3.0270065743,3.6164228142000003,4.0109948447,3.7652374453,3.6379852603,3.5124692658999996,0.9516219206000001,0.9733515342,0.9483392209,1.3243153762,0.9454700168000001,2.1234678590000002,1.4825622441,2.3705581374,2.365062639,2.6645413777,-5.104160483999999,0.023708480499999997,-3.783758218,-4.041884322,-2.9728550030000003,-3.15338636,-2.816504718,-4.402294813,3.6161632983,-4.13080895,0.9720477015000001,-2.459442842,-3.096414305,-0.849387144,-1.670824116,-0.44594658,-2.037232174
731,50,2,3,18,39,Indiana,Elkhart County,197559,197569,197451,198279,198968,200205,201423,202995,203642,204194,205617,206341,-118,828,689,1237,1218,1572,647,552,1423,724,736,3053,2984,3019,3039,3184,3160,3063,3089,3054,318,1516,1661,1651,1622,1733,1691,1800,1651,1669,418,1537,1323,1368,1417,1451,1469,1263,1438,1385,3,-31,64,93,85,56,180,98,228,209,-563,-675,-685,-204,-248,87,-999,-806,-238,-870,-560,-706,-621,-111,-163,143,-819,-708,-10,-661,24,-3,-13,-20,-36,-22,-3,-3,-5,0,3804,3804,3767,3757,3707,3679,3647,3642,3665,3691,3691,15.429712177,15.02339854,15.126273570999999,15.133407033,15.746084497,15.542117417,15.020743632,15.075242002000001,14.826754184,7.661789604,8.3625552868,8.2721025721,8.077126096799999,8.5703405882,8.3170001746,8.8270775508,8.0573727889,8.102767757899999,7.7679225735,6.6608432537,6.8541709985,7.056280936599999,7.1757439085,7.2251172422000005,6.1936660815,7.0178692129,6.723986425800001,-0.156672479,0.3222176631,0.4659633793,0.4232772615,0.2769411846,0.8853104857999999,0.4805853333,1.1127080532,1.0146665437,-3.411416875,-3.448735925,-1.022113219,-1.234973657,0.4302479118,-4.913473196,-3.95256917,-1.161511038,-4.223731545,-3.5680893539999996,-3.126518262,-0.55614984,-0.811696396,0.7071890964,-4.02816271,-3.471983837,-0.048802985,-3.209065002
732,50,2,3,18,41,Indiana,Fayette County,24277,24301,24325,24150,23947,23826,23442,23388,23252,23154,23076,23102,24,-175,-203,-121,-384,-54,-136,-98,-78,26,63,232,233,265,238,249,234,246,272,271,54,322,307,344,298,311,313,347,323,285,9,-90,-74,-79,-60,-62,-79,-101,-51,-14,0,0,3,8,6,2,14,13,15,15,17,-84,-131,-45,-337,9,-69,-7,-42,27,17,-84,-128,-37,-331,11,-55,6,-27,42,-2,-1,-1,-5,7,-3,-2,-3,0,-2,392,392,392,392,392,392,392,392,392,391,391,9.5719443012,9.6887539763,11.094132669,10.070237792999999,10.63420884,10.034305317000001,10.602077318,11.767250703,11.73719087,13.285198556,12.765868973,14.401440144,12.608953202999999,13.282084134000002,13.421955403,14.95496272,13.97361021,12.343540214,-3.713254255,-3.077114997,-3.307307475,-2.53871541,-2.647875294,-3.3876500860000003,-4.352885403,-2.2063595069999997,-0.606349344,0.0,0.12474790529999999,0.3349172127,0.25387154100000003,0.0854153321,0.6003430532,0.5602723786,0.6489292667000001,0.6496600113000001,-3.4657039710000004,-5.4473251970000005,-1.883909321,-14.25911822,0.38436899420000004,-2.958833619,-0.301685127,-1.8170019469999998,1.1693880203,-3.4657039710000004,-5.322577292,-1.548992109,-14.00524668,0.4697843263,-2.358490566,0.2585872516,-1.16807268,1.8190480315000002
733,50,2,3,18,43,Indiana,Floyd County,74578,74579,74709,74978,75260,76018,76094,76505,76734,77006,77834,78522,130,269,282,758,76,411,229,272,828,688,258,870,899,846,920,860,912,901,891,885,128,716,730,738,741,765,728,817,793,758,130,154,169,108,179,95,184,84,98,127,1,-11,13,22,21,3,54,35,62,62,6,128,114,623,-119,323,-5,156,669,504,7,117,127,645,-98,326,49,191,731,566,-7,-2,-14,5,-5,-10,-4,-3,-1,-5,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,11.624255947,11.967677950999999,11.184706302,12.096350057999999,11.271371372,11.902975090999998,11.72108755,11.508654095,11.320320295,9.5666290326,9.7179142427,9.7568714552,9.742821079199999,10.026278023,9.5014976605,10.62833355,10.24283131,9.695822354099999,2.0576269147999997,2.2497637081999997,1.4278348471000002,2.3535289786,1.2450933492,2.4014774307,1.0927540003,1.2658227848,1.6244979406,-0.146973351,0.1730587468,0.2908552466,0.2761123383,0.039318737299999997,0.7047814199,0.4553141668,0.8008266598,0.7930619867,1.7102353578,1.5175920872,8.236491756900001,-1.564636584,4.2333173874000005,-0.065257539,2.0294002862,8.6411779902,6.4468264729,1.5632620066999998,1.6906508340000002,8.527347003500001,-1.288524245,4.2726361247,0.639523881,2.484714453,9.44200465,7.2398884597
734,50,2,3,18,45,Indiana,Fountain County,17240,17240,17276,17157,17117,16882,16693,16537,16457,16419,16390,16346,36,-119,-40,-235,-189,-156,-80,-38,-29,-44,55,184,176,194,208,202,181,150,200,184,26,199,199,213,197,212,205,197,195,180,29,-15,-23,-19,11,-10,-24,-47,5,4,-1,-3,0,0,1,2,2,1,3,3,10,-101,-14,-220,-205,-148,-58,9,-37,-51,9,-104,-14,-220,-204,-146,-56,10,-34,-48,-2,0,-3,4,4,0,0,-1,0,0,172,172,172,172,172,172,172,172,172,172,172,10.68742195,10.270175643,11.412100356,12.390171257999999,12.157688835,10.971691822999999,9.1251977126,12.191776647000001,11.241446725,11.558679174000002,11.612300869,12.529780288,11.734921817,12.759554619000001,12.426501788,11.984426329000001,11.88698223,10.997067449000001,-0.871257224,-1.3421252259999998,-1.117679932,0.6552494415,-0.601865784,-1.454809965,-2.859228617,0.30479441620000003,0.2443792766,-0.174251445,0.0,0.0,0.059568130999999996,0.12037315679999999,0.1212341638,0.060834651399999995,0.18287664969999998,0.1832844575,-5.866465309,-0.81694579,-12.941557099999999,-12.21146687,-8.907613602,-3.51579075,0.5475118628,-2.25547868,-3.115835777,-6.040716754,-0.81694579,-12.941557099999999,-12.15189873,-8.787240445,-3.394556586,0.6083465142,-2.07260203,-2.93255132
735,50,2,3,18,47,Indiana,Franklin County,23087,23098,23059,23040,23032,22970,22982,22940,22770,22694,22706,22758,-39,-19,-8,-62,12,-42,-170,-76,12,52,64,247,237,257,242,245,243,246,298,275,60,195,216,222,210,217,203,199,228,211,4,52,21,35,32,28,40,47,70,64,3,12,9,7,22,3,7,2,6,6,-47,-85,-37,-104,-41,-73,-218,-126,-62,-18,-44,-73,-28,-97,-19,-70,-211,-124,-56,-12,1,2,-1,0,-1,0,1,1,-2,0,187,187,187,187,187,187,187,187,187,187,187,10.716067594,10.288244487,11.173427242,10.532729805,10.670266974,10.632246773,10.821749076,13.127753304,12.097483723,8.4600533634,9.3766278868,9.6517542716,9.1399721448,9.4508078916,8.8820826953,8.7541791307,10.044052863,9.2820693296,2.2560142302,0.9116166001,1.5216729706999998,1.3927576602,1.2194590828,1.7501640778999998,2.0675699455000003,3.0837004405,2.8154143938,0.5206186685,0.3906928286,0.3043345941,0.9575208914,0.13065633029999998,0.3062787136,0.08798169980000001,0.2643171806,0.2639450994,-3.687715569,-1.6061816290000002,-4.521542542,-1.7844707519999998,-3.179304037,-9.538394224,-5.542847087999999,-2.731277533,-0.791835298,-3.1670968999999998,-1.2154888000000001,-4.2172079469999995,-0.8269498609999999,-3.0486477069999998,-9.232115511,-5.454865387999999,-2.466960352,-0.527890199
736,50,2,3,18,49,Indiana,Fulton County,20836,20856,20817,20735,20638,20449,20517,20340,20118,19995,20053,19974,-39,-82,-97,-189,68,-177,-222,-123,58,-79,53,258,239,254,269,263,248,226,231,230,82,271,230,235,223,239,246,224,231,207,-29,-13,9,19,46,24,2,2,0,23,5,2,-4,-3,-4,1,-1,-2,-1,-1,-14,-70,-101,-209,33,-205,-222,-124,61,-100,-9,-68,-105,-212,29,-204,-223,-126,60,-101,-1,-1,-1,4,-7,3,-1,1,-2,-1,224,224,224,224,224,224,224,224,224,224,224,12.418174817,11.553428565,12.36400808,13.132841869000002,12.874170889,12.259627268,11.268167427,11.536156612000001,11.492242736,13.043896804000001,11.118362217,11.439141334,10.887077088,11.699341605999999,12.160759306,11.168449131,11.536156612000001,10.343018463,-0.625721987,0.43506634759999996,0.9248667462000001,2.2457647805,1.1748292826,0.0988679618,0.0997182958,0.0,1.1492242736,0.0962649211,-0.19336282100000002,-0.146031592,-0.19528389399999999,0.0489512201,-0.049433980999999995,-0.099718296,-0.049940072,-0.049966273,-3.3692722369999997,-4.882411234,-10.17353421,1.6110921252000001,-10.03500012,-10.97434376,-6.18253434,3.0463443867,-4.996627277,-3.273007316,-5.075774056,-10.319565800000001,1.4158082312,-9.986048902,-11.02377774,-6.282252636,2.9964043148000004,-5.046593549
737,50,2,3,18,51,Indiana,Gibson County,33503,33503,33545,33524,33527,33484,33723,33644,33644,33721,33610,33659,42,-21,3,-43,239,-79,0,77,-111,49,108,428,410,406,422,406,401,421,387,384,97,325,332,361,347,381,373,383,371,385,11,103,78,45,75,25,28,38,16,-1,0,-1,1,4,0,22,61,44,65,64,33,-122,-70,-87,168,-123,-89,-2,-192,-12,33,-123,-69,-83,168,-101,-28,42,-127,52,-2,-1,-6,-5,-4,-3,0,-3,0,-2,738,738,738,738,738,738,738,738,738,738,738,12.762975443,12.22949695,12.117413559000001,12.558215662,12.053379250999999,11.918915705999998,12.499072219,11.495447862,11.416848771,9.6915117267,9.902909725399999,10.77435048,10.326305296000001,11.311176095,11.086672215,11.370889927999999,11.020183868,11.446580147999999,3.0714637165,2.3265872246,1.3430630791999998,2.2319103665,0.7422031558,0.8322434906999999,1.1281822905,0.4752639943,-0.029731377000000003,-0.029820036,0.0298280413,0.1193833848,0.0,0.6531387771,1.8131018904,1.3063163364,1.9307599768,1.9028081286,-3.638044402,-2.087962894,-2.59658862,4.9994792209,-3.651639527,-2.645345381,-0.059378015,-5.703167932,-0.356776524,-3.667864438,-2.0581348530000003,-2.477205235,4.9994792209,-2.99850075,-0.832243491,1.2469383211,-3.772407955,1.5460316045
738,50,2,3,18,53,Indiana,Grant County,70061,70063,69903,69616,69078,68845,68326,67479,66669,66305,66039,65769,-160,-287,-538,-233,-519,-847,-810,-364,-266,-270,170,781,740,810,770,765,722,707,787,750,251,827,719,802,833,835,817,833,836,810,-81,-46,21,8,-63,-70,-95,-126,-49,-60,3,16,16,13,14,18,31,16,34,26,-79,-256,-582,-250,-469,-802,-749,-252,-250,-235,-76,-240,-566,-237,-455,-784,-718,-236,-216,-209,-3,-1,7,-4,-1,7,3,-2,-1,-1,5024,5024,5090,4958,4970,4937,4898,4803,4818,4784,4786,11.195607767,10.67097351,11.745684185999998,11.226862821,11.266153675999998,10.764230550999999,10.633657708,11.893247899,11.380189366,11.855016163,10.368148586,11.629677429000001,12.145424324,12.297043555,12.180576677000001,12.528765022,12.633742368,12.290604515999998,-0.659408396,0.3028249239,0.11600675740000001,-0.918561504,-1.030889879,-1.416346125,-1.895107314,-0.740494469,-0.9104151490000001,0.2293594421,0.2307237516,0.18851098079999998,0.2041247786,0.2650859689,0.462176104,0.2406485478,0.5138124887,0.3945132314,-3.669751073,-8.392576463,-3.625211169,-6.838180082,-11.81105261,-11.16677103,-3.790214628,-3.778033005,-3.5657926680000003,-3.4403916310000002,-8.161852712,-3.436700188,-6.634055302999999,-11.54596664,-10.70459493,-3.549566081,-3.2642205160000004,-3.171279437
739,50,2,3,18,55,Indiana,Greene County,33165,33172,33207,33032,32944,32741,32646,32416,32228,32172,32059,31922,35,-175,-88,-203,-95,-230,-188,-56,-113,-137,76,357,357,337,330,341,333,337,347,339,98,341,375,382,409,375,370,423,395,416,-22,16,-18,-45,-79,-34,-37,-86,-48,-77,1,1,7,-1,5,0,4,4,4,4,57,-192,-70,-159,-14,-194,-153,28,-67,-62,58,-191,-63,-160,-9,-194,-149,32,-63,-58,-1,0,-7,2,-7,-2,-2,-2,-2,-2,281,281,281,281,281,281,281,281,281,281,281,10.779148236,10.822117134,10.261094618,10.093749522000001,10.482309182,10.302580286,10.465838509,10.8047516,10.596895952999999,10.296049155,11.367770098,11.631270457000001,12.510131982999999,11.527466109,11.447311429,13.136645963,12.299357008,13.003860520999998,0.4830990806,-0.545652965,-1.370175839,-2.416382461,-1.045156927,-1.144731143,-2.670807453,-1.494605409,-2.4069645680000002,0.0301936925,0.21219837519999998,-0.030448352,0.15293559880000002,0.0,0.12375471810000001,0.1242236025,0.12455045070000001,0.12503712039999998,-5.797188967,-2.121983752,-4.841287965,-0.428219677,-5.963542467000001,-4.733617969,0.8695652173999999,-2.08622005,-1.9380753659999999,-5.766995275,-1.909785377,-4.871736317,-0.275284078,-5.963542467000001,-4.609863251,0.9937888198999999,-1.9616695990000002,-1.8130382459999999
740,50,2,3,18,57,Indiana,Hamilton County,274569,274557,276493,283368,289747,296858,302772,308428,315902,322933,330311,338011,1936,6875,6379,7111,5914,5656,7474,7031,7378,7700,1008,3840,3808,3696,4015,3831,3880,3865,3881,3832,348,1267,1390,1432,1485,1600,1561,1799,1861,1891,660,2573,2418,2264,2530,2231,2319,2066,2020,1941,188,642,690,605,599,486,771,496,885,792,1013,3643,3219,4186,2783,2938,4375,4461,4472,4962,1201,4285,3909,4791,3382,3424,5146,4957,5357,5754,75,17,52,56,2,1,9,8,1,5,1628,1628,1626,1627,1628,1629,1629,1869,1868,1868,1868,13.717690640999999,13.288781484000001,12.601324571,13.391591480999999,12.535994764000002,12.429324236,12.100151056,11.882236959,11.467526133,4.5261234485,4.8506844176,4.8823313814,4.9530543835000005,5.2356020942,5.000560601,5.632127231599999,5.6977178512,5.6589488301,9.191567192599999,8.438097066000001,7.718993189600001,8.4385370979,7.3003926702,7.4287636346,6.4680238246,6.1845191077,5.8085773026,2.2934264041,2.4078937037,2.0627168197,1.9978987041999998,1.5903141361000002,2.4698476766999997,1.5528266297,2.7095541635000004,2.3701150044,13.013944533,11.233347582999999,14.271954723,9.2823908077,9.6138743455,14.015024105999998,13.966047570999999,13.691668044000002,14.849129610999999,15.307370937,13.641241287,16.334671542,11.280289512000001,11.204188482000001,16.484871783,15.518874201,16.401222208,17.219244615999997
741,50,2,3,18,59,Indiana,Hancock County,70002,70060,70247,70363,70582,70980,71754,72413,73765,74998,76478,78168,187,116,219,398,774,659,1352,1233,1480,1690,204,783,745,777,755,782,808,805,846,846,117,620,608,615,582,619,699,657,646,631,87,163,137,162,173,163,109,148,200,215,1,-18,-3,-10,-10,0,22,16,31,18,103,-28,101,258,607,499,1220,1070,1252,1457,104,-46,98,248,597,499,1242,1086,1283,1475,-4,-1,-16,-12,4,-3,1,-1,-3,0,649,649,649,649,649,649,649,649,649,649,649,11.137187967000001,10.571499521,10.977522215999999,10.579119201000001,10.84852983,11.055015119,10.822583573,11.17008635,10.941117132,8.8187184411,8.6274788038,8.6887724107,8.1550296355,8.587263382,9.563682633500001,8.8328414996,8.529403998,8.16057318,2.3184695256,1.9440207173,2.2887498056999998,2.4240895652,2.2612664478999998,1.4913324850999998,1.9897420730000002,2.6406823523,2.780543952,-0.25602731,-0.042569797,-0.14128085199999998,-0.140120784,0.0,0.3010028869,0.2151072511,0.4093057646,0.23278972620000002,-0.39826470399999997,1.4331831566,3.6450459869,8.505331595800001,6.922527346799999,16.691978273,14.385297419,16.530671526,18.843035061,-0.654292013,1.3906133598,3.5037651347000005,8.365210811699999,6.922527346799999,16.99298116,14.600404671,16.93997729,19.075824787000002
742,50,2,3,18,61,Indiana,Harrison County,39364,39366,39330,39188,39011,39000,39173,39532,39661,39777,40214,40515,-36,-142,-177,-11,173,359,129,116,437,301,94,402,417,414,401,471,459,445,427,426,119,369,363,385,389,380,400,441,406,368,-25,33,54,29,12,91,59,4,21,58,4,13,10,12,11,17,15,11,20,20,-10,-189,-241,-52,157,253,59,104,398,224,-6,-176,-231,-40,168,270,74,115,418,244,-5,1,0,0,-7,-2,-4,-3,-2,-1,461,461,461,461,461,461,461,461,461,461,461,10.239690262,10.665098019,10.613887785,10.259296688,11.968744044000001,11.59193363,11.203706035,10.676201073,10.55382824,9.3991186734,9.2840061893,9.870402891900001,9.952285315900001,9.6563115431,10.101902946000001,11.102998565,10.151142003,9.1169220478,0.8405715887,1.3810918298,0.7434848931999999,0.30701137219999997,2.3124325011,1.4900306845,0.10070747,0.5250590691,1.4369061923,0.3311342622,0.2557577463,0.3076489213,0.28142709120000003,0.4319928848,0.3788213605,0.27694554239999997,0.5000562563000001,0.4954848939,-4.814182735,-6.163761685,-1.333145326,4.0167321198,6.42907058,1.4900306845,2.6183942194,9.9511195009,5.5494308117,-4.483048473,-5.908003938999999,-1.025496404,4.298159211000001,6.8610634648,1.868852045,2.8953397618,10.451175757,6.044915705599999
743,50,2,3,18,63,Indiana,Hendricks County,145448,145456,145954,148664,150735,153555,155845,157776,160376,163622,166908,170311,498,2710,2071,2820,2290,1931,2600,3246,3286,3403,434,1777,1751,1640,1812,1724,1763,1756,1737,1731,209,989,965,1056,1046,1110,1122,1216,1183,1139,225,788,786,584,766,614,641,540,554,592,88,257,318,168,179,148,271,186,302,273,188,1660,976,2042,1355,1180,1694,2519,2430,2539,276,1917,1294,2210,1534,1328,1965,2705,2732,2812,-3,5,-9,26,-10,-11,-6,1,0,-1,3360,3360,3752,3831,4176,4208,4109,3885,4005,4050,4067,12.063078290999998,11.696765854,10.779190903,11.712992889,10.994161743,11.082752897999999,10.839573084000001,10.5103924,10.266325444,6.71377852,6.4462473155,6.9407473134,6.7614738203,7.0786076188,7.0532324172,7.5062191742,7.1582004659,6.755254004099999,5.3492997712,5.2505185388,3.83844359,4.9515190692,3.9155541242000003,4.0295204808,3.3333539096,3.3521919342,3.5110714402,1.744632032,2.124255592,1.1042097999,1.1570782159,0.9438143492000001,1.7035882219999998,1.1481552355,1.8273681662999999,1.61912585,11.268829467,6.5197278548,13.42140721,8.7588881707,7.5250062974,10.648997963,15.549478699999998,14.703657762,15.058463491,13.013461499000002,8.6439834468,14.52561701,9.9159663866,8.4688206466,12.352586185,16.697633936,16.531025928,16.677589340999997
744,50,2,3,18,65,Indiana,Henry County,49462,49466,49530,49216,49112,48843,48886,48655,48345,48170,48131,47972,64,-314,-104,-269,43,-231,-310,-175,-39,-159,129,439,468,485,504,463,475,468,447,448,100,550,589,578,579,576,588,650,599,549,29,-111,-121,-93,-75,-113,-113,-182,-152,-101,1,0,4,3,5,3,4,1,4,4,37,-203,18,-176,124,-118,-200,10,111,-60,38,-203,22,-173,129,-115,-196,11,115,-56,-3,0,-5,-3,-11,-3,-1,-4,-2,-2,3016,3016,3085,3558,3589,3650,3631,3604,3504,3550,3558,8.8914994025,9.5191603612,9.9025062529,10.314236307,9.4934437826,9.793814433,9.697974408099999,9.2833926958,9.323330177,11.139691734000001,11.980310797000001,11.801337349,11.8490929,11.810418183,12.12371134,13.469408900000001,12.440161577000001,11.425241668,-2.248192332,-2.461150435,-1.8988310959999999,-1.5348565930000002,-2.316974401,-2.3298969069999997,-3.771434492,-3.156768881,-2.101911491,0.0,0.081360345,0.061252615999999996,0.10232377289999998,0.0615125947,0.0824742268,0.0207221675,0.0830728653,0.08324401940000001,-4.111558949,0.3661215524,-3.593486805,2.5376295675,-2.419495392,-4.12371134,0.2072216754,2.3052720117,-1.248660292,-4.111558949,0.4474818973,-3.532234189,2.6399533404,-2.357982797,-4.041237113,0.2279438429,2.3883448769999998,-1.165416272
745,50,2,3,18,67,Indiana,Howard County,82752,82748,82752,82797,82839,82738,82605,82338,82304,82210,82257,82544,4,45,42,-101,-133,-267,-34,-94,47,287,225,997,986,1053,953,987,987,981,970,946,173,865,893,987,942,1075,1014,1065,968,950,52,132,93,66,11,-88,-27,-84,2,-4,24,82,53,19,31,9,30,19,37,37,-67,-165,-91,-179,-166,-179,-34,-24,13,261,-43,-83,-38,-160,-135,-170,-4,-5,50,298,-5,-4,-13,-7,-9,-9,-3,-5,-5,-7,1282,1282,1282,1282,1282,1281,1281,1280,1281,1281,1281,12.044772242999999,11.905624380999999,12.719157854,11.527551817,11.967770684000001,11.989650270999999,11.92603669,11.795679375999999,11.480512861,10.450078225,10.782680094000002,11.921945680999999,11.39449508,13.034805963,12.317634625,12.947226376,11.771358388,11.529056255999999,1.5946940181,1.1229442875,0.7972121731999999,0.1330567366,-1.0670352790000002,-0.327984354,-1.021189686,0.0243209884,-0.048543395,0.9906432537000001,0.6399574972,0.2295004741,0.37497807590000004,0.10912860810000001,0.3644270599,0.2309833814,0.4499382855,0.4490264015,-1.993367523,-1.0987949479999999,-2.162136045,-2.007947116,-2.17044676,-0.413017335,-0.291768482,0.1580864246,3.1674565082,-1.002724269,-0.458837451,-1.9326355709999998,-1.63296904,-2.0613181519999997,-0.048590275,-0.0607851,0.6080247101,3.6164829097
746,50,2,3,18,69,Indiana,Huntington County,37124,37123,37117,37167,36979,36777,36609,36518,36294,36222,36243,36520,-6,50,-188,-202,-168,-91,-224,-72,21,277,121,390,430,414,424,444,425,424,412,411,101,381,416,418,425,387,463,426,377,390,20,9,14,-4,-1,57,-38,-2,35,21,3,9,7,8,13,5,14,9,20,20,-29,34,-211,-207,-176,-151,-200,-80,-31,238,-26,43,-204,-199,-163,-146,-186,-71,-11,258,0,-2,2,1,-4,-2,0,1,-3,-2,1330,1330,1330,1330,1330,1332,1334,1336,1337,1338,1339,10.500242313,11.598737625999998,11.226205325999999,11.55533753,12.14325762,11.673899907000001,11.693970985999998,11.371006693,11.296950373,10.257929029,11.221104308,11.334671078,11.582590685,10.584325899,12.717683897999999,11.749131226,10.405023115,10.719733931,0.2423132842,0.377633318,-0.108465752,-0.027253155,1.5589317215,-1.043783992,-0.05516024,0.9659835783,0.5772164424,0.2423132842,0.188816659,0.21693150390000002,0.3542910092,0.1367483966,0.38455199689999997,0.2482210822,0.5519906162,0.5497299452000001,0.9154057401000001,-5.691473579,-5.613102662999999,-4.796555201,-4.129801578,-5.493599956000001,-2.20640962,-0.855585455,6.5417863475,1.1577190243000002,-5.50265692,-5.396171159,-4.442264192,-3.993053181,-5.109047959,-1.9581885380000001,-0.303594839,7.0915162926
